timestamp,covered
1741356088,4303
1741356148,4316
1741356209,4396
1741356269,4401
1741356329,4401
1741356390,4401
1741356450,4401
1741356511,4401
1741356572,4408
1741356632,4408
1741356693,4408
1741356753,4408
1741356814,4418
1741356874,4418
1741356935,4433
1741356995,4433
1741357055,4433
1741357116,4436
1741357176,4490
1741357236,4501
1741357297,4501
1741357358,4536
1741357418,4536
1741357479,4536
1741357539,4536
1741357600,4536
1741357660,4538
1741357721,4542
1741357781,4542
1741357842,4542
1741357902,4542
1741357963,4542
1741358023,4542
1741358084,4555
1741358144,4555
1741358205,4555
1741358265,4555
1741358326,4555
1741358387,4555
1741358447,4555
1741358508,4555
1741358568,4558
1741358629,4558
1741358689,4558
1741358750,4558
1741358811,4558
1741358871,4558
1741358932,4558
1741358992,4558
1741359053,4558
1741359113,4558
1741359174,4558
1741359234,4558
1741359295,4578
1741359355,4578
1741359416,4578
1741359476,4579
1741359537,4579
1741359597,4579
1741359658,4588
1741359718,4588
1741359779,4588
1741359840,4592
1741359901,4592
1741359961,4594
1741360022,4594
1741360082,4594
1741360143,4596
1741360203,4596
1741360264,4596
1741360325,4596
1741360385,4596
1741360445,4596
1741360506,4596
1741360567,4596
1741360627,4596
1741360688,4596
1741360748,4596
1741360809,4596
1741360870,4596
1741360930,4596
1741360991,4596
1741361051,4598
1741361112,4598
1741361172,4598
1741361233,4598
1741361294,4598
1741361354,4598
1741361415,4602
1741361475,4602
1741361535,4602
1741361596,4602
1741361657,4602
1741361717,4602
1741361778,4602
1741361838,4602
1741361899,4602
1741361959,4602
1741362020,4626
1741362081,4626
1741362141,4626
1741362202,4626
1741362262,4626
1741362323,4626
1741362384,4626
1741362444,4626
1741362505,4626
1741362566,4626
1741362626,4626
1741362687,4626
1741362748,4626
1741362808,4626
1741362869,4626
1741362929,4630
1741368737,4634
1741368797,4634
1741368857,4640
1741368917,4640
1741368978,4640
1741369038,4640
1741369098,4640
1741369158,4640
1741369219,4647
1741369279,4647
1741369339,4647
1741369400,4647
1741369460,4647
1741369521,4647
1741369581,4647
1741369641,4647
1741369702,4647
1741369762,4647
1741369823,4647
1741369883,4647
1741369943,4647
1741370004,4647
1741370064,4647
1741370125,4647
1741370185,4647
1741370246,4648
1741370306,4648
1741370367,4648
1741370427,4648
1741370488,4648
1741370548,4648
1741370609,4648
1741370669,4648
1741370730,4653
1741370790,4653
1741370851,4653
1741370911,4653
1741370972,4653
1741371032,4656
1741371093,4659
1741371153,4659
1741371214,4659
1741371274,4659
1741371335,4659
1741371395,4659
1741371456,4659
1741371516,4659
1741371577,4659
1741371637,4659
1741371698,4659
1741371758,4659
1741371819,4659
1741371880,4664
1741371940,4664
1741372000,4664
1741372061,4664
1741372122,4664
1741372182,4664
1741372242,4664
1741372303,4664
1741372364,4664
1741372424,4664
1741372485,4664
1741372545,4664
1741372606,4664
1741372666,4665
1741372727,4665
1741372787,4665
1741372848,4665
1741372908,4665
1741372969,4665
1741373029,4666
1741373090,4666
1741373150,4666
1741373211,4666
1741373272,4666
1741373332,4666
1741373393,4666
1741373453,4668
1741373514,4668
1741373574,4678
1741373635,4678
1741373695,4678
1741373756,4678
1741373816,4678
1741373877,4678
1741373937,4678
1741373998,4678
