timestamp,covered
1741709501,4302
1741709561,4371
1741709621,4418
1741709681,4448
1741709742,4448
1741709802,4448
1741709863,4448
1741709923,4448
1741709984,4478
1741710044,4478
1741710482,4478
1741710542,4478
1741710602,4482
1741710663,4491
1741710723,4491
1741710783,4491
1741710844,4491
1741710905,4494
1741710965,4494
1741711025,4494
1741711086,4494
1741711146,4494
1741711207,4494
1741711267,4509
1741711328,4512
1741711388,4512
1741711449,4512
1741711509,4565
1741711570,4565
1741711630,4565
1741711691,4565
1741711752,4565
1741711812,4565
1741711873,4565
1741711933,4565
1741711994,4567
1741712054,4568
1741712115,4568
1741712175,4568
1741712236,4572
1741712296,4572
1741712357,4572
1741712418,4572
1741712478,4572
1741712539,4572
1741712599,4575
1741712660,4578
1741712721,4579
1741712781,4579
1741712842,4579
1741712902,4579
1741712963,4579
1741713024,4579
1741713084,4579
1741713145,4579
1741713205,4579
1741713266,4579
1741713326,4579
1741713389,4579
1741713449,4581
1741713510,4581
1741713571,4581
1741713631,4581
1741713692,4581
1741713752,4581
1741713813,4581
1741713873,4581
1741713934,4581
1741713995,4581
1741714055,4581
1741714116,4581
1741714176,4581
1741714237,4581
1741714297,4581
1741714358,4581
1741714418,4582
1741714479,4582
1741714540,4629
1741714600,4629
1741714661,4631
1741714721,4631
1741714782,4631
1741714842,4631
1741714903,4631
1741714964,4631
1741715024,4631
1741715085,4631
1741715145,4631
1741715206,4648
1741715267,4649
1741715327,4649
1741715388,4649
1741715449,4657
1741715509,4657
1741715570,4657
1741715630,4657
1741715691,4657
1741715751,4657
1741715812,4657
1741715872,4657
1741715933,4657
1741715993,4657
1741716054,4660
1741716114,4660
1741716175,4664
1741716235,4664
1741716296,4664
1741716356,4664
1741716417,4664
1741716478,4664
1741716538,4664
1741716599,4664
1741716659,4664
1741716720,4664
1741716781,4665
1741716841,4665
1741716902,4665
1741716962,4665
1741717023,4666
1741717083,4666
1741717144,4666
1741717205,4666
1741717265,4666
1741717326,4666
1741717386,4668
1741717447,4668
1741717507,4668
1741717568,4668
1741717629,4668
1741717689,4668
1741717750,4668
1741717810,4670
1741717871,4670
1741717931,4670
1741717992,4671
1741718052,4671
1741718113,4672
1741718173,4672
1741718234,4672
1741718295,4672
1741718355,4672
1741718416,4672
1741718476,4672
1741718537,4672
1741718598,4673
1741718658,4673
1741718719,4673
1741718779,4673
1741718840,4673
1741718900,4673
1741718961,4673
1741719021,4673
1741719082,4673
1741719143,4673
1741719203,4673
1741719264,4673
1741719324,4673
1741719385,4673
1741719445,4673
1741719506,4673
1741719566,4673
1741719627,4673
1741719687,4673
1741719748,4673
1741719809,4673
1741719869,4673
1741719930,4673
1741719990,4673
1741720051,4673
1741720111,4673
1741720172,4673
1741720233,4673
1741720293,4673
1741720354,4682
1741720414,4682
1741720475,4682
1741720535,4682
1741720596,4682
1741720656,4682
1741720717,4682
1741720777,4682
1741720838,4682
1741720898,4682
1741720959,4682
1741721020,4682
1741721080,4682
1741721141,4682
1741721202,4682
1741721262,4684
1741721323,4684
1741721383,4684
1741721444,4684
1741721504,4684
1741721565,4684
1741721625,4684
1741721686,4684
1741721746,4684
1741721807,4684
1741721868,4684
1741721928,4684
1741721989,4684
1741722049,4684
1741722110,4684
1741722170,4684
1741722231,4684
1741722292,4684
1741722352,4684
1741722413,4684
1741722473,4684
1741722534,4684
1741722594,4684
1741722655,4684
1741722715,4684
1741722776,4684
1741722837,4684
1741722897,4684
1741722957,4684
1741723018,4684
1741723079,4684
1741723139,4684
1741723200,4684
1741723260,4694
1741723321,4694
1741723381,4694
1741723442,4694
1741723502,4694
1741723563,4694
1741723623,4699
1741723684,4699
1741723745,4699
1741723805,4699
1741723866,4699
1741723926,4701
1741723987,4701
1741724047,4701
1741724108,4701
1741724168,4701
1741724229,4701
1741724289,4703
1741724350,4703
1741724410,4703
1741724471,4703
1741724532,4703
1741724592,4703
1741724653,4703
1741724713,4703
1741724774,4703
1741724834,4709
1741724895,4709
1741724955,4709
1741725016,4709
1741725077,4723
1741725137,4723
1741725198,4723
1741725258,4723
1741725319,4723
1741725379,4723
1741725440,4723
1741725500,4723
1741725561,4723
1741725621,4723
1741725682,4723
1741725743,4723
1741725803,4723
1741725864,4723
1741725924,4723
1741725985,4723
1741726046,4723
1741726106,4723
1741726167,4723
1741726227,4723
1741726288,4723
1741726348,4723
1741726409,4752
1741726469,4752
1741726530,4752
1741726590,4752
1741726651,4752
1741726712,4752
1741726772,4752
1741726833,4752
1741726893,4752
1741726954,4752
1741727014,4752
1741727075,4752
1741727136,4752
1741727196,4752
1741727257,4752
1741727317,4752
1741727378,4752
1741727438,4752
1741727499,4752
1741727559,4752
1741727620,4752
1741727681,4752
1741727741,4752
1741727802,4752
1741727862,4752
1741727923,4752
1741727984,4752
1741728044,4752
1741728105,4752
1741728165,4752
1741728226,4752
1741728286,4763
1741728347,4763
1741728408,4763
1741728468,4763
1741728529,4763
1741728589,4763
1741728650,4763
1741728711,4763
1741728771,4763
1741728832,4763
1741728892,4764
1741728953,4764
1741729013,4764
1741729074,4764
1741729134,4764
1741729195,4764
1741729256,4764
1741729316,4764
1741729377,4764
1741729437,4764
1741729498,4764
1741729558,4764
1741729619,4764
1741729680,4764
1741729740,4764
1741729801,4764
1741729861,4764
1741729922,4764
1741729983,4764
1741730043,4764
1741730104,4764
1741730164,4764
1741730225,4764
1741730285,4764
1741730346,4764
1741730407,4764
1741730467,4764
1741730528,4769
1741730588,4769
1741730649,4769
1741730709,4769
1741730770,4769
1741730830,4769
1741730891,4769
1741730952,4769
1741731012,4769
1741731073,4769
1741731133,4769
1741731194,4769
1741731254,4769
1741731315,4769
1741731375,4782
1741731436,4782
1741731496,4782
1741731557,4782
1741731617,4782
1741731678,4785
1741731739,4785
1741731799,4785
1741731860,4785
1741731920,4785
1741731981,4785
1741732041,4785
1741732102,4785
1741732163,4785
1741732223,4785
1741732284,4785
1741732344,4785
1741732405,4785
1741732466,4787
1741732526,4787
1741732586,4787
1741732647,4788
1741732708,4788
1741732768,4788
1741732829,4788
1741732889,4788
1741732950,4788
1741733010,4788
1741733071,4788
1741733132,4788
1741733192,4788
1741733253,4788
1741733313,4788
1741733374,4788
1741733435,4788
1741733495,4788
1741733556,4788
1741733616,4788
1741733677,4788
1741733737,4788
1741733798,4788
1741733858,4788
1741733919,4788
1741733979,4788
1741734040,4788
1741734100,4788
1741734161,4788
1741734222,4788
1741734282,4788
1741734343,4788
1741734403,4788
1741734464,4788
1741734524,4788
1741734585,4788
1741734646,4788
1741734706,4788
1741734767,4788
1741734827,4789
1741734888,4789
1741734949,4789
1741735009,4789
1741735070,4789
1741735131,4789
1741735191,4789
1741735252,4789
1741735312,4789
1741735373,4789
1741735433,4791
1741735494,4791
1741735555,4791
1741735615,4791
1741735676,4791
1741735736,4791
1741735797,4791
1741735857,4791
1741735918,4800
1741735978,4800
1741736039,4800
1741736100,4800
1741736160,4800
1741736221,4800
1741736281,4800
1741736342,4800
1741736403,4800
1741736463,4800
1741736524,4800
1741736584,4800
1741736645,4800
1741736705,4800
1741736766,4800
1741736826,4800
1741736887,4800
1741736947,4800
1741737008,4800
1741737068,4800
1741737129,4800
1741737189,4800
1741737250,4800
1741737311,4800
1741737371,4800
1741737432,4800
1741737492,4800
1741737553,4800
1741737613,4800
1741737674,4800
1741737735,4800
1741737795,4800
1741737856,4800
1741737916,4800
1741737977,4800
1741738037,4800
1741738098,4800
1741738159,4800
1741738219,4800
1741738280,4800
1741738340,4800
1741738401,4800
1741738461,4800
1741738522,4800
1741738583,4800
1741738643,4800
1741738704,4800
1741738764,4800
1741738825,4800
1741738885,4800
1741738946,4800
1741739006,4800
1741739067,4800
1741739128,4800
1741739188,4800
1741739249,4800
1741739309,4800
1741739370,4800
1741739430,4800
1741739491,4800
1741739551,4800
1741739612,4800
1741739672,4800
1741739733,4800
1741739793,4800
1741739854,4801
1741739914,4801
1741739975,4801
1741740035,4805
1741740096,4805
1741740156,4805
1741740217,4805
1741740277,4805
1741740338,4805
1741740399,4805
1741740459,4805
1741740520,4805
1741740580,4805
1741740641,4805
1741740701,4805
1741740762,4805
1741740822,4805
1741740883,4805
1741740944,4805
1741741004,4805
1741741065,4806
1741741125,4806
1741741186,4806
1741741246,4806
1741741307,4806
1741741367,4806
1741741428,4806
